Site ID,Location Description,Speed Limit,Reason Code(s),Latitude,Longitude,Geo Location,Location Assessment
4289,EB 11A Ave btwn 60 - 56 St,30,Designated Zone - Playground;,53.44046389,-113.42804821,"(53.440463892044015, -113.42804821135914)",https://drive.google.com/file/d/1BM9cOoaNe0zfYjpvN4uipJ9dXY5UGjT8/view?usp=drivesdk
4199,SB 172 St Btwn 64 Ave - N or Callingwood Rd,30,Designated Zone - Playground;,53.49946590,-113.62096005,"(53.4994659041151, -113.62096005447977)",https://drive.google.com/file/d/1yj3AIsL02-lVBo8ihDCenrPbm1yz56wb/view?usp=drivesdk
7219,SB 104 St Btwn University Ave - 73 Ave,50,Higher Frequency of Speeding;,53.51047043,-113.49767867,"(53.51047043068032, -113.49767866587726)",https://drive.google.com/file/d/15maFz6lNfLpQx3RimBoGSXhs0-aohA4S/view?usp=drivesdk
7212,WB Ellerslie Rd SW between 85 - 91 St SW,60,Higher Frequency of Collisions;,53.42498377,-113.46807723,"(53.42498376639928, -113.46807722905109)",https://drive.google.com/file/d/1HGdyMbEoAQPY5XQHA9LNraJN69J7iRXt/view?usp=drivesdk
4093,NB 62 St btwn 144 - 145 Ave,30,Designated Zone - Playground;,53.60608923,-113.43733461,"(53.606089230730554, -113.43733460527618)",https://drive.google.com/file/d/1__WjfllGYpTTTxNygOAptXQ9hf3nuMrn/view?usp=drivesdk
247,WB Yellowhead Trail at 50 St,80,Higher Frequency of Speeding;,53.58249321,-113.41882007,"(53.582493213668364, -113.41882006876673)",https://drive.google.com/file/d/1eJIjWzSCDh6X-iuHsn222ETH-HtOQxVJ/view?usp=drivesdk
4117,SB 76 St south of 40 - 38 Ave,30,Designated Zone - Playground;,53.47490073,-113.45032620,"(53.474900731544125, -113.45032619523234)",https://drive.google.com/file/d/1E_lkjtwaBF0y7QisjYwYY6h_c1LVhbma/view?usp=drivesdk
4213,SB 175 St Btwn 85 - 82 Ave,30,Designated Zone - Playground;,53.51692157,-113.62364254,"(53.51692157132071, -113.62364253516057)",https://drive.google.com/file/d/1WVfVOJGm4GQPZ29DY-CyWAHE7bb2cjo4/view?usp=drivesdk
7204,WB Ellerslie Rd SW between Calgary Tr - 109 St SW,60,Higher Frequency of Collisions;,53.42493883,-113.50195143,"(53.4249388325714, -113.50195142929952)",https://drive.google.com/file/d/1GMf372-Ayw6DNT9urjN84tPDz3zcEC6z/view?usp=drivesdk
2766,SB Fort Rd between 131 - 128 Ave,50,Higher Frequency of Speeding;,53.58825963,-113.43632889,"(53.588259628440895, -113.43632888503222)",https://drive.google.com/file/d/1VTpLQb03caXojOXWVwuEkq5c0xECMQsF/view?usp=drivesdk
4203,EB 76 Ave Btwn 177 - 172 St,30,Designated Zone - Playground;,53.50898981,-113.62388929,"(53.50898980581402, -113.62388928603133)",https://drive.google.com/file/d/1zlttL2o9axxfOGD6aaf6Pq_HZQYaHEeH/view?usp=drivesdk
4013,WB 132 Ave btwn 86 - 88 St,30,Designated Zone - Playground;,53.59217056,-113.47441624,"(53.592170557531134, -113.47441623584442)",https://drive.google.com/file/d/1uwF3bgR4jZb3gaiIccwHDQELuWoTbxCC/view?usp=drivesdk
4021,NB Jackson Rd btwn Jordan Cres - Jefferson Rd,30,Designated Zone - Playground;,53.48427241,-113.40836015,"(53.484272408361804, -113.40836014846559)",https://drive.google.com/file/d/1nlIgRUzkf6L9aG7ln-mK--G_ErU9GQUD/view?usp=drivesdk
4110,SB 65 St btwn 106 - 104 Ave,30,Designated Zone - Playground;,53.54796305,-113.43124335,"(53.54796305009052, -113.43124335033538)",https://drive.google.com/file/d/1YsjHALWpWuD49pwLN26elqLEOg6g4B75/view?usp=drivesdk
4123,NB 184 St - N of Dechene Rd - 57 Ave,30,Designated Zone - Playground;,53.48997543,-113.64130604,"(53.48997543447076, -113.64130603816149)",https://drive.google.com/file/d/1uoYb0SF0nzA95pkLTw9UmxjJOMBunBng/view?usp=drivesdk
4094,SB 62 St btwn 145 - 144 Ave,30,Designated Zone - Playground;,53.60608923,-113.43733461,"(53.606089230730554, -113.43733460527618)",https://drive.google.com/file/d/13Oqw-P52U3MpF9tfagykGCi1_kVi-c87/view?usp=drivesdk
4072,SB 48 St btwn 32 - 28 Ave,30,Designated Zone - Playground;,53.46135602,-113.41662593,"(53.46135601954016, -113.41662593278193)",https://drive.google.com/file/d/1fSDWy6OSxtKXb2lva8PD5y5zXX1a9CAE/view?usp=drivesdk
7203,EB Ellerslie Rd btwn James Mowatt Tr SW-Calgary Tr,60,Higher Frequency of Collisions;,53.42478911,-113.50519706,"(53.42478911156188, -113.50519705924975)",https://drive.google.com/file/d/15wlSVtXKOuGLvig582rK9Upf8o_sdhxv/view?usp=drivesdk
4050,SB 109 St btwn 164 Ave - Beaumaris Rd,30,Designated Zone - Playground;,53.62354530,-113.50869668,"(53.623545298974335, -113.50869667837335)",https://drive.google.com/file/d/1RwUXLXHRDOjlsZZ44M8jdLKpR36i5HI1/view?usp=drivesdk
7192,WB Whitemud Dr between North Sask River - 149 St,80,Higher Frequency of Collisions;,53.51093366,-113.56929740,"(53.510933658754574, -113.5692973969595)",https://drive.google.com/file/d/1cSYxLo3VvmU53Ww8BIIxg-nXxJBsLnQU/view?usp=drivesdk
4214,EB 76 Ave Btwn 156 - 154 St,30,Designated Zone - Playground;,53.50789036,-113.58788156,"(53.50789036430484, -113.58788156205767)",https://drive.google.com/file/d/19S9pP6yk4LDv_3m-NcuGlr_bruPuLCjr/view?usp=drivesdk
2482,NB 66 St between 144 - 149 Ave,60,Higher Frequency of Collisions;,53.60753274,-113.44273552,"(53.60753274326132, -113.44273551682349)",https://drive.google.com/file/d/1hbPV5hoESshXBZfVTLUsyALA0hBgNGzO/view?usp=drivesdk
4198,NB 172 St N of Callingwood Rd - 64 Ave,30,Designated Zone - Playground;,53.49946590,-113.62096005,"(53.4994659041151, -113.62096005447977)",https://drive.google.com/file/d/1dyo3XQ77fDFTGDX1eJWc25-lml6Fcx5m/view?usp=drivesdk
7211,EB Ellerslie Rd SW btwn 91 St - Summerside Dr SW,60,Higher Frequency of Collisions;,53.42483849,-113.46807465,"(53.42483849349509, -113.46807465401628)",https://drive.google.com/file/d/19fnpFptso8pNjyQ5rBllelJloR8i-D7I/view?usp=drivesdk
4254,NB 117 St Btwn 142 - 144 Ave,30,Designated Zone - Playground;,53.60529603,-113.52321102,"(53.60529603042459, -113.52321102356127)",https://drive.google.com/file/d/1SVSDs_YGkcEFZjvhIEeNDZ0g72AnC5ML/view?usp=drivesdk
4064,EB Blackmud Crk Dr SW btn James Mowatt Tr-Baker Close,30,Designated Zone - Playground;,53.42093105,-113.51443148,"(53.420931050462066, -113.51443148312553)",https://drive.google.com/file/d/1HRM_ElnYnlc6tI-TQKGBtykBDbvcSljT/view?usp=drivesdk
2729,EB Princess Elizabeth Ave between 106 - 102 St,50,Higher Frequency of Speeding;,53.56806178,-113.49916298,"(53.56806178232219, -113.49916297999883)",https://drive.google.com/file/d/1zh-GHhO4zZoAnDoFg0vGKts3jIBEe5Mu/view?usp=drivesdk
4321,WB 40 Ave Btwn 115 A - 119 St,30,Designated Zone - Playground;,53.47639220,-113.53521476,"(53.476392198869945, -113.53521476035824)",https://drive.google.com/file/d/1z6qkLlKVr43Icsp0VR7ZuzHrUZShTITE/view?usp=drivesdk
4180,SB Windermere Rd Btwn Whitelaw Ln-Windermere Blvd,30,Designated Zone - Playground;,53.44112794,-113.61706553,"(53.441127941543115, -113.61706553147725)",https://drive.google.com/file/d/1AqM95O7C21EiawI__htvlsIWdSyk4iag/view?usp=drivesdk
4007,SB Leger Way btwn Lawrence Court - Leger Road,30,Designated Zone - Playground;,53.45946157,-113.57590239,"(53.45946156766056, -113.57590238527693)",https://drive.google.com/file/d/1UnaT7RnyPHEZxYoAzFeu77Tf2l7CM9Zv/view?usp=drivesdk
7115,NB 170 St between 114 - 117 Ave,60,Higher Frequency of Collisions;,53.56523069,-113.61518500,"(53.56523069451859, -113.61518499940277)",https://drive.google.com/file/d/183qmAnppfHFd0bqjNf9hRcnqMDbbi9Ol/view?usp=drivesdk
7117,NB 170 St between 109 - 110 Ave,60,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.55689727,-113.61519067,"(53.55689726816234, -113.61519066747778)",https://drive.google.com/file/d/1YP-o0ETtQR1qEUxsZKRS_E7fHyekzRxY/view?usp=drivesdk
4259,WB 109A Ave Btwn 135-139 St,30,Designated Zone - Playground;,53.55577479,-113.55844832,"(53.55577478613679, -113.55844831871822)",https://drive.google.com/file/d/1SkW2K5wfhyQAs0YNVkbJyyf34jsH7uIE/view?usp=drivesdk
2648,SB 50 St between Jamha Rd - 44 Ave,60,Higher Frequency of Collisions;,53.48339439,-113.41832640,"(53.48339438971291, -113.41832639606906)",https://drive.google.com/file/d/1ZNSeWuYDDqei8qSN0xZCwEUCdfw3OjIO/view?usp=drivesdk
2775,SB 156 St between 109 - 108 Ave,50,Higher Frequency of Collisions;,53.55339006,-113.59038475,"(53.553390059786665, -113.59038475472055)",https://drive.google.com/file/d/1Do2LA5b0Q0OpR45SuYwW6i_YMu3_MpZQ/view?usp=drivesdk
2603,WB 137 Ave between 58 - 63 St,60,Higher Frequency of Collisions;,53.59960674,-113.43470881,"(53.5996067411033, -113.43470880621332)",https://drive.google.com/file/d/1qNJ1lTmflF97ZZ_OxU3uaSyDL7ruSMc1/view?usp=drivesdk
4132,WB 91 Ave Btwn 143 - 145 St,30,Designated Zone - Playground;,53.52486922,-113.56878150,"(53.52486922018555, -113.56878149892732)",https://drive.google.com/file/d/15yBJsSrHdQHeZW4XTFA73YO0vIOzvVgO/view?usp=drivesdk
4243,WB 92 Ave Btwn 159 St - E of 163 St,30,Designated Zone - Playground;,53.52668960,-113.59599539,"(53.52668960171698, -113.59599538781336)",https://drive.google.com/file/d/1GDsVmOLniDw_z1xEqlfQScb0sr4xVTTc/view?usp=drivesdk
7268,NB 50 St between Eleniak Rd - 68 Ave,60,Higher Frequency of Collisions;,53.50274883,-113.41811034,"(53.50274883461832, -113.41811034188626)",https://drive.google.com/file/d/15jgER2dYNEtm33EDSJAilYHmSEk2SNMu/view?usp=drivesdk
4195,SB 79 St Btwn 95 - 94 Ave,30,Designated Zone - Playground;,53.53195597,-113.44808665,"(53.53195597179193, -113.4480866455394)",https://drive.google.com/file/d/13qMWUpA-ap8C79vBmNFOM-dDL7aIIvRy/view?usp=drivesdk
2543,EB 82 Ave between 89 - 87 St,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.51802663,-113.46439597,"(53.51802662570551, -113.4643959671959)",https://drive.google.com/file/d/1WhRwVhxUfeJsOGPdN9tLLZTODUnb8zRZ/view?usp=drivesdk
4295,SB 58 St btwn 94 - 92B Ave,30,Designated Zone - Playground;,53.53037247,-113.42374067,"(53.53037246697097, -113.42374066919963)",https://drive.google.com/file/d/1VE9WLhZgjbk9Z-ci2aEV5i88Ocv_auzg/view?usp=drivesdk
4133,EB 91 Ave Btwn 145 - 143 St,30,Designated Zone - Playground;,53.52486922,-113.56878150,"(53.52486922018555, -113.56878149892732)",https://drive.google.com/file/d/1ehuY-RymYqv7JPgi-_ng-aS0BfDb2SVs/view?usp=drivesdk
4324,WB Watt Blvd btwn 56 - 60 St SW,30,Designated Zone - Playground;,53.43048023,-113.43077650,"(53.43048023068922, -113.4307764963001)",https://drive.google.com/file/d/183SXSjQELDzvXf0XAINvDVCIhGK2sdeM/view?usp=drivesdk
2445,NB 142 St btwn 104A - 105 Ave,50,Higher Frequency of Speeding;,53.54725371,-113.56574834,"(53.54725370502129, -113.565748338816)",https://drive.google.com/file/d/1AJWU4IQcSOynGJdhzQY0src0q1oA26nE/view?usp=drivesdk
4212,NB 175 St btwn 82 - 85 Ave,30,Designated Zone - Playground;,53.51692157,-113.62364254,"(53.51692157132071, -113.62364253516057)",https://drive.google.com/file/d/1AckYuaV2Alfw28XNN3yFHTlt5JGFuj48/view?usp=drivesdk
2468,WB 132 Ave between 119 - 121 St,50,Higher Frequency of Speeding;,53.59215843,-113.52860163,"(53.592158428579005, -113.52860163175355)",https://drive.google.com/file/d/1v2A1c6nDz-Y4JDGGS5m-yxW9buuF6HfR/view?usp=drivesdk
4040,EB 38 Ave btwn Grand Meadow Cres - W of 55 St,30,Designated Zone - Playground;,53.47312159,-113.42754125,"(53.473121593120354, -113.42754125442447)",https://drive.google.com/file/d/1Hm99b1vg6ck1jMQbujaZqI_IbQ3pfa9k/view?usp=drivesdk
4166,WB 114 Ave Btwn 36 - 38 St,30,Designated Zone - Playground;,53.56680278,-113.39815384,"(53.56680278357198, -113.3981538398081)",https://drive.google.com/file/d/1_b09dCOm1or29wrnfm_jgKs3VvbqFx6-/view?usp=drivesdk
4242,EB 92 Ave E of 163 - 160 St,30,Designated Zone - Playground;,53.52668960,-113.59599539,"(53.52668960171698, -113.59599538781336)",https://drive.google.com/file/d/1ufi0D2u57_uad5Zsxu318rPHYHZx2MkW/view?usp=drivesdk
4317,WB 12 Ave btwn 113 St - Twin Brooks Dr,30,Designated Zone - Playground;,53.44339902,-113.52606381,"(53.443399023669244, -113.5260638064582)",https://drive.google.com/file/d/1JgNmm4dXT-p5J9kLEnyDd2lwm-XfiPdV/view?usp=drivesdk
4049,NB 109 St btwn Beaumaris Rd - 164 Ave,30,Designated Zone - Playground;,53.62354530,-113.50869668,"(53.623545298974335, -113.50869667837335)",https://drive.google.com/file/d/10gA0IYBiON1wUzomnD-QHZXbvVE2lPMx/view?usp=drivesdk
2619,NB 50 St between 102 - 104A Ave,50,Higher Frequency of Collisions;,53.54501754,-113.41842687,"(53.54501754205138, -113.4184268745926)",https://drive.google.com/file/d/1BSu76J2LRfPx71VZM7iEVMfMt9mqbRby/view?usp=drivesdk
4290,SB Millbourne Rd E btwn Lee Ridge Rd - 36A Ave,30,Designated Zone - Playground;,53.47138705,-113.44414540,"(53.47138705172941, -113.44414539530051)",https://drive.google.com/file/d/1bLxq3Fa7xvnq_S2yKNL69VDb7_0E1oEy/view?usp=drivesdk
4218,NB 91 St N of 172 - 175 Ave,30,Designated Zone - Playground;,53.63539032,-113.47968113,"(53.63539032361693, -113.47968112520016)",https://drive.google.com/file/d/1Keg9hmBrj1cTI7otdq7ERRtfJYl5iQy7/view?usp=drivesdk
4178,EB 64 Ave Btwn 177-172 St,30,Designated Zone - Playground;,53.50026948,-113.62386995,"(53.50026948412953, -113.62386994515339)",https://drive.google.com/file/d/1WEmM7PQzdFPsobS2puc1DZT7hvMxrhd0/view?usp=drivesdk
4177,SB 163 St Btwn 104 - 103 Ave,30,Designated Zone - Playground;,53.54563480,-113.60263291,"(53.545634803269266, -113.6026329080284)",https://drive.google.com/file/d/1B9nbxuK6r5lMClF_T7RJIeDwo18bsl8m/view?usp=drivesdk
2704,EB 101 Ave between 70 - 67 St,50,Higher Frequency of Speeding;,53.54119252,-113.43382707,"(53.54119251531244, -113.4338270650679)",https://drive.google.com/file/d/1fuqsAuHN7CgQLAOpD1gKo2HJNQRg5JQz/view?usp=drivesdk
7202,SB 127 St between 137 - 135 Ave,50,Higher Frequency of Collisions;,53.59775266,-113.54117560,"(53.597752663442826, -113.54117559776977)",https://drive.google.com/file/d/1Aw6TGx0AjOJUjOZtAT-R1jPQpNbT1-hq/view?usp=drivesdk
4142,NB 182 St N of 89 - 93 Ave,30,Designated Zone - Playground;,53.52631135,-113.63921917,"(53.526311351240295, -113.63921917173597)",https://drive.google.com/file/d/1kV7Pt2s4UF2Fsfvj1tA4xku91mM8LWfB/view?usp=drivesdk
4304,EB Saddleback Rd btwn 114 St - W of 111A St,30,Designated Zone - Playground;,53.44973844,-113.52170968,"(53.44973843891619, -113.5217096754549)",https://drive.google.com/file/d/1m3Zr8a0FLzegnwT8GAJwTQXXlftwB-qm/view?usp=drivesdk
4182,SB 106 St Btwn 60A - 56 Ave,30,Designated Zone - Playground;,53.49477751,-113.50440225,"(53.49477751184964, -113.50440225293553)",https://drive.google.com/file/d/1y4xDtgFOtmN9QoKZuDAPryYMVgaCuB2M/view?usp=drivesdk
4167,EB 114 Ave btwn 38 - 36 St,30,Designated Zone - Playground;,53.56680278,-113.39815384,"(53.56680278357198, -113.3981538398081)",https://drive.google.com/file/d/16OYq4oZLctqQbPurJDNFNWbtZdQa_BAL/view?usp=drivesdk
4047,WB Fairway Dr btwn 119 - 121 St,30,Designated Zone - Playground;,53.47271820,-113.54122664,"(53.472718196368305, -113.54122664333487)",https://drive.google.com/file/d/1HqRdZzR64UFyaucIIYcaD5bpbMpVGPDP/view?usp=drivesdk
4044,SB 167 St S of 83 - 80 Ave,30,Designated Zone - Playground;,53.51519557,-113.60939505,"(53.51519556511579, -113.6093950498643)",https://drive.google.com/file/d/1vLznUyzb0MVho6N3ZibyHGZc3pkluJKT/view?usp=drivesdk
4188,NB 91 St Btwn 86 Ave - S of 88 Ave,30,Designated Zone - Playground;,53.52255780,-113.46744056,"(53.52255780035001, -113.46744056382475)",https://drive.google.com/file/d/1TsiKOxyALPX4LqaVEqRZwUE6zKPpZzHf/view?usp=drivesdk
4127,NB 156 St N of 81 - 84 Ave,30,Designated Zone - Playground;,53.51626415,-113.59034063,"(53.51626415115854, -113.59034063264448)",https://drive.google.com/file/d/1ytDn2DajCaMDI2OJIbcnUQoGv6Q26D2D/view?usp=drivesdk
4291,NB Millbourne Rd E btwn 36A Ave - Lee Ridge Rd,30,Designated Zone - Playground;,53.47138705,-113.44414540,"(53.47138705172941, -113.44414539530051)",https://drive.google.com/file/d/1LMosp4jzWz6zK3dmSPVoMzMl9kshgoeu/view?usp=drivesdk
2781,NB 149 St. Between 80 - 84 Ave,60,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.51582617,-113.57789933,"(53.51582616880713, -113.57789932617908)",https://drive.google.com/file/d/1WhDarZp1CXlR0QUXlySX9iu9-g17cefO/view?usp=drivesdk
4092,EB 144 Ave E of 92 St - 88A St,30,Designated Zone - Playground;,53.60570499,-113.47865494,"(53.60570499297158, -113.47865493879011)",https://drive.google.com/file/d/1TjnLbd4BJdJKm611enSQqFYbhuu9b7-7/view?usp=drivesdk
4113,WB 76 Ave btwn 105 - 106 St,30,Designated Zone - Playground;,53.51227347,-113.50245064,"(53.51227346914462, -113.50245064079489)",https://drive.google.com/file/d/113DX1V5i5q5EqQrOh1fWmaWJCVxqrtos/view?usp=drivesdk
4294,NB 58 St btwn 92B - 94 Ave,30,Designated Zone - Playground;,53.53037247,-113.42374067,"(53.53037246697097, -113.42374066919963)",https://drive.google.com/file/d/1HTXahe880phPTkys9Wr8w_Q8PdZS3yd8/view?usp=drivesdk
4080,SB 145 St btwn 89A - 88 Ave,30,Designated Zone - Playground;,53.52125471,-113.57027852,"(53.521254708016684, -113.57027852073288)",https://drive.google.com/file/d/1pYcF4vg3XsWbvOAHePeEszW_NG6dlmYE/view?usp=drivesdk
4001,EB 172 Ave  W of 107 - E of 104 St,30,Designated Zone - Playground;,53.63328375,-113.50519936,"(53.63328375409369, -113.50519935959072)",https://drive.google.com/file/d/1uZqS5zTen6btAf444uIEYTC0TjhMV_zX/view?usp=drivesdk
4038,SB Woodvale Rd E south of 35 Ave - Hillview Cres,30,Designated Zone - Playground;,53.46798937,-113.42545040,"(53.4679893737554, -113.42545040037963)",https://drive.google.com/file/d/1bfqY-4kNudhDVJDZBaAVNHaqTyeMa7Nl/view?usp=drivesdk
4169,SB 135 St Btwn Woodcroft Ave - 116 Ave,30,Designated Zone - Playground;,53.56747910,-113.55514240,"(53.56747909937096, -113.55514240398143)",https://drive.google.com/file/d/1fbvlxkYxrz0JSsY-1ibLq9leAz6h8fOU/view?usp=drivesdk
4048,EB Fairway Dr btwn 121 - 119 St,30,Designated Zone - Playground;,53.47271820,-113.54122664,"(53.472718196368305, -113.54122664333487)",https://drive.google.com/file/d/1OiSkMboHTjeu--7Hbr_s1jDNRz4JYLuO/view?usp=drivesdk
